gene_id	gene_name	candidate_gene	fold_difference	protein_fold_difference
g6355.t1	LHCA6	FALSE	0.0418966304132273	0.780333333333333
g6355.t1	LHCA6	FALSE	0.246460175582293	1.025
g6355.t1	LHCA6	FALSE	0.324702399707635	0.952
g6583.t1	LHCA1	FALSE	0.503544110236335	0.959
g6583.t1	LHCA1	FALSE	0.0973006552225849	1.0985
g6583.t1	LHCA1	FALSE	0.239634408957043	0.947666666666667
g6583.t1	LHCA1	FALSE	0.0252222285813378	0.9785
g6583.t1	LHCA1	FALSE	0.195942616179082	0.984
g6583.t1	LHCA1	FALSE	0.157800086119191	1.109
g6609.t1	LHCBM8	FALSE	0.84525910116297	2.451
g6609.t1	LHCBM8	FALSE	0.359721084207168	2.689
g6631.t1	LHCBM6	FALSE	0.583163479402487	1.016
g8723.t1	PSBQ	FALSE	0.482850430401608	1.029
g8723.t1	PSBQ	FALSE	0.203338651315349	0.896
g8723.t1	PSBQ	FALSE	0.315973132753583	1.041
g8723.t1	PSBQ	FALSE	0.157915249375526	0.71
g8723.t1	PSBQ	FALSE	0.384871654582386	0.934
g8737.t1	CYP97C3	FALSE	1.72757824187812	0.784
g8737.t1	CYP97C3	FALSE	0.929664864442999	0.757
g9783.t1	LCI9	FALSE	1.27133294286207	0.7665
g9783.t1	LCI9	TRUE	2.04337275049495	1.281
g9783.t1	LCI9	FALSE	1.86058890225108	0.856
g9783.t1	LCI9	TRUE	2.59384242730237	1.266
g9783.t1	LCI9	FALSE	1.67962273032169	1.1285
g9783.t1	LCI9	FALSE	1.80080749663771	0.982
lcl|BK000554.2_cdsid_DAA00904.1	PETA	FALSE	1.60125006353834	1.154
lcl|BK000554.2_cdsid_DAA00904.1	PETA	FALSE	1.07331936774397	0.951
lcl|BK000554.2_cdsid_DAA00904.1	PETA	TRUE	2.48020216731836	1.051
lcl|BK000554.2_cdsid_DAA00904.1	PETA	FALSE	0.851694786711645	0.9025
lcl|BK000554.2_cdsid_DAA00904.1	PETA	FALSE	1.98269990649274	1.1855
lcl|BK000554.2_cdsid_DAA00904.1	PETA	FALSE	1.72393463973178	0.945
lcl|BK000554.2_cdsid_DAA00951.1	ATPA	FALSE	0.910172324182758	0.844
lcl|BK000554.2_cdsid_DAA00951.1	ATPA	FALSE	1.9384150332968	0.923
lcl|BK000554.2_cdsid_DAA00951.1	ATPA	FALSE	1.58966914360659	0.917
lcl|BK000554.2_cdsid_DAA00955.1	ATPF	FALSE	1.4915661150117	1
lcl|BK000554.2_cdsid_DAA00955.1	ATPF	FALSE	1.2805883910764	0.852
lcl|BK000554.2_cdsid_DAA00955.1	ATPF	TRUE	2.54276386738391	0.9205
lcl|BK000554.2_cdsid_DAA00955.1	ATPF	FALSE	0.716283091875751	0.69
lcl|BK000554.2_cdsid_DAA00955.1	ATPF	FALSE	1.95735061887919	0.944
lcl|BK000554.2_cdsid_DAA00955.1	ATPF	FALSE	1.79001505916549	0.805
lcl|BK000554.2_cdsid_DAA00957.1	PSBA	FALSE	1.14078923082619	1.025
lcl|BK000554.2_cdsid_DAA00957.1	PSBA	FALSE	1.49196944474218	0.981333333333333
lcl|BK000554.2_cdsid_DAA00957.1	PSBA	TRUE	2.90899507610205	1.063
lcl|BK000554.2_cdsid_DAA00957.1	PSBA	FALSE	0.905190652837015	0.8585
lcl|BK000554.2_cdsid_DAA00957.1	PSBA	FALSE	1.96275428530207	1.148
lcl|BK000554.2_cdsid_DAA00957.1	PSBA	TRUE	3.72057539838707	0.9655
lcl|BK000554.2_cdsid_DAA00958.1	ATPB	FALSE	0.746140649285543	0.8
lcl|BK000554.2_cdsid_DAA00962.1	ATPI	FALSE	1.32337686961298	1.302
lcl|BK000554.2_cdsid_DAA00962.1	ATPI	FALSE	1.46889525182599	0.7355
lcl|BK000554.2_cdsid_DAA00962.1	ATPI	TRUE	2.91543441276345	1.13066666666667
lcl|BK000554.2_cdsid_DAA00962.1	ATPI	FALSE	0.736749862611492	0.599
lcl|BK000554.2_cdsid_DAA00962.1	ATPI	TRUE	2.12421049593041	1.288
lcl|BK000554.2_cdsid_DAA00962.1	ATPI	TRUE	2.27743127829267	0.8635
lcl|BK000554.2_cdsid_DAA00966.1	PSBC	FALSE	1.27353820378562	0.9755
lcl|BK000554.2_cdsid_DAA00966.1	PSBC	TRUE	2.89277536278505	1.167
lcl|BK000554.2_cdsid_DAA00966.1	PSBC	FALSE	0.59111154406816	0.709
lcl|BK000554.2_cdsid_DAA00966.1	PSBC	TRUE	2.12381230020617	1.1225
lcl|BK000554.2_cdsid_DAA00966.1	PSBC	TRUE	2.2947104221811	0.95
lcl|NC_001638.1_cdsid_NP_042564.1	PETB	FALSE	1.93843409830248	1.031
lcl|NC_001638.1_cdsid_NP_042564.1	PETB	TRUE	2.1813575337785	1.054
lcl|NC_001638.1_cdsid_NP_042564.1	PETB	TRUE	2.12881254599645	0.827
lcl|NC_001638.1_cdsid_NP_042564.1	PETB	FALSE	1.4926893144668	1.298
lcl|NC_001638.1_cdsid_NP_042564.1	PETB	TRUE	2.40690143422585	0.884
Cre03.g181500.t1.2	DPE1	FALSE	0.68652074633993	1.00866666666667
Cre03.g181500.t1.2	DPE1	FALSE	0.461789173339132	1.1145
Cre03.g181500.t1.2	DPE1	FALSE	0.471993461663575	1.061
Cre03.g181500.t1.2	DPE1	FALSE	0.564637777027123	1.246
Cre03.g181500.t1.2	DPE1	FALSE	0.51254127391337	1.08133333333333
Cre03.g181500.t1.2	DPE1	FALSE	0.467622890034818	1.06033333333333
Cre04.g215150.t1.2	SSS1	FALSE	1.00820967502909	0.931
Cre04.g215150.t1.2	SSS1	FALSE	0.949568864254501	0.885
Cre04.g215150.t1.2	SSS1	FALSE	0.561989197696905	0.925
Cre04.g215150.t1.2	SSS1	FALSE	1.72388100473685	1.0475
Cre04.g215150.t1.2	SSS1	FALSE	0.673369160064729	0.965
Cre06.g270100.t1.3	SBE2	FALSE	1.55129640316364	0.929
Cre06.g270100.t1.3	SBE2	FALSE	1.46015758603309	1.064
Cre06.g270100.t1.3	SBE2	FALSE	1.56456869283511	0.97
Cre06.g270100.t1.3	SBE2	FALSE	1.43338703387234	1.202
Cre06.g289850.t1.3	SBE1	FALSE	0.579533462282936	0.78
Cre06.g289850.t1.3	SBE1	FALSE	0.880758613168877	1.1245
Cre06.g289850.t1.3	SBE1	FALSE	0.74926521855037	1.0265
Cre06.g289850.t1.3	SBE1	FALSE	1.06579717943741	1.157
Cre06.g289850.t1.3	SBE1	FALSE	0.938869893764168	1.0795
Cre07.g332300.t1.2	GWD2	FALSE	1.27673898352983	0.909
Cre07.g332300.t1.2	GWD2	FALSE	1.54756274676445	1.0045
Cre07.g332300.t1.2	GWD2	TRUE	2.44922787949444	0.949
Cre07.g332300.t1.2	GWD2	FALSE	1.36256819371871	0.9615
Cre07.g332300.t1.2	GWD2	FALSE	1.85645432326614	1.2145
Cre07.g332300.t1.2	GWD2	TRUE	2.0250602762816	1.398
Cre08.g362450.t1.2	AMA2	FALSE	1.17827888720507	1.015
Cre08.g362450.t1.2	AMA2	FALSE	1.50884679672154	1.251
Cre08.g362450.t1.2	AMA2	FALSE	1.47540494491583	1.00266666666667
Cre08.g362450.t1.2	AMA2	FALSE	1.77115528795244	1.21566666666667
Cre08.g362450.t1.2	AMA2	FALSE	1.55728050840679	1.047
Cre08.g362450.t1.2	AMA2	FALSE	1.72906849692518	1.1065
Cre10.g444700.t1.1	SBE3	FALSE	1.70748407317899	1.01766666666667
Cre10.g444700.t1.1	SBE3	FALSE	1.27884717742673	1.2685
Cre10.g444700.t1.1	SBE3	TRUE	2.10479280168222	1.08833333333333
Cre10.g444700.t1.1	SBE3	FALSE	1.80365212394223	1.321
Cre10.g444700.t1.1	SBE3	FALSE	1.42863944484067	1.22466666666667
Cre11.g476650.t1.3	PUL1	FALSE	1.13756978974115	0.839
Cre11.g476650.t1.3	PUL1	FALSE	1.69787969343518	1.2615
Cre11.g476650.t1.3	PUL1	FALSE	1.52174157387506	0.871
Cre11.g476650.t1.3	PUL1	TRUE	2.09820054053473	1.31
Cre11.g476650.t1.3	PUL1	FALSE	1.77929097432996	1.086
Cre11.g476650.t1.3	PUL1	FALSE	1.84639044762256	1.1865
Cre17.g721500.t1.2	STA2	TRUE	2.21954568366302	0.786
Cre17.g721500.t1.2	STA2	FALSE	1.02209601901855	0.710666666666667
Cre17.g721500.t1.2	STA2	TRUE	2.51623632896199	0.764333333333333
Cre17.g721500.t1.2	STA2	FALSE	0.998855181364084	0.802666666666667
Cre17.g721500.t1.2	STA2	FALSE	1.62213495375325	0.751333333333333
Cre17.g721500.t1.2	STA2	FALSE	1.93414843410962	0.758666666666667
g1899.t1	DPE2	FALSE	1.42348605431242	0.763
g1899.t1	DPE2	FALSE	1.53766961154579	1.361
g1899.t1	DPE2	FALSE	1.55787753147184	0.87
g1899.t1	DPE2	FALSE	1.94532537984171	1.28233333333333
g1899.t1	DPE2	FALSE	1.51307353713645	0.842
g1899.t1	DPE2	FALSE	1.62585583754977	0.99
g4436.t1	ISA3	FALSE	0.934883802081086	0.981
g4436.t1	ISA3	FALSE	1.32227171352905	1.2525
g4436.t1	ISA3	FALSE	1.42301445837691	1.334
g4436.t1	ISA3	FALSE	1.35228674320973	1.2135
g4436.t1	ISA3	FALSE	1.32363894547954	1.484
